,,,,,,,,,,,DESCRIPTION,,,,STAPLES ITEM ID,,QTY. ,STAPLES PRICE
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,TRED REMAN BRO TN221Y YEL TNR,Ink and Toner,Reman Toner ,EA,2438077,A8236-H012436, 6 ,$36.62 
DET,70107014,1087485,SP CTR OF RECONSTRUCTIVE SURGERY,CTR RECONS SURG,CTR OF RECONSTRUCTIVE SURGERY,6311 W 95TH,OAK LAWN,IL,60453,1/22/2019,SEB REMAN CANON 120 BLK TNR,Ink and Toner,Reman Toner ,EA,920646,K0729-H029988, 16 ,$37.05 
DET,70107014,1088848,DE LA VINA SURGICENTER,DE LA VINA,DE LA VINA SURGICENTER,2323 DE LA VINA,SANTA BARBARA,CA,93105,5/21/2019,TRED REMAN CANON 137 BLACK TNR,Ink and Toner,Reman Toner ,EA,2401378,N2489-H057752, 11 ,$462.24 
DET,70107014,1090766,RIVERSIDE PAIN PHYSICIANS,JACKSONVILLBCH,RIVERSIDE PAIN PHYSICIANS,1375 ROBERTS DR,JACKSONVILLE BEACH,FL,32250,11/17/2021,SEB REMAN CANON 128 BLK TNR,Ink and Toner,Reman Toner ,EA,1004267,K5253-H036153, 14 ,$192.40 
DET,70107014,1090766,RIVERSIDE PAIN PHYSICIANS,SJACKSONVILLEN,RIVERSIDE PAIN PHYSICIANS,7740 POINT MEADOWS DR,JACKSONVILLE,FL,32256,11/17/2021,SEB REMAN CANON 128 BLK TNR,Ink and Toner,Reman Toner ,EA,1004267,K5253-H036153, 60 ,$48.10 
DET,70107014,1099702,LEBANON PAIN RELIEF CENTER,SURGERYPARTNERS,LEBANON PAIN RELIEF CENTER,600 ISABEL DRIVE STE 3,LEBANON,PA,17042,4/13/2021,SEB REMAN BROTHR TN630 BLK TNR,Ink and Toner,Reman Toner ,EA,2123380,K0746-H030005, 5 ,$25.41 
DET,70107014,1101477,SURGERY PARTNERS- TRACY SURGERY CEN,SURGERYPARTNER,SURGERY PARTNERS- TRACY SURGERY CEN,2160 W GRANTLINE RD,TRACY,CA,95377,8/23/2021,TRED REM XER106R02777 HYBLK TR,Ink and Toner,Reman Toner ,EA,2638271,N7070-H066119, 22 ,$56.63 
DET,70107014,A76707,JACKSONVILLE BEACH SURG CNTR,SA-JACKSONVILLE,JACKSONVILLE BEACH SURG CNTR,3316 S 3RD ST,JACKSONVILLE BEACH,FL,32250,6/6/2014,SEB REMAN HP 64A BLACK TONER,Ink and Toner,Reman Toner ,EA,837830,A8220-H012420, 66 ,$74.90 
DET,70107014,A76964,PREMIER SURGICAL,SA-PREMIERSURGI,PREMIER SURGICAL CENTER,3243 GLYNN AVE,BRUNSWICK,GA,31520,6/6/2014,SEB REMANHP 12A BLACK TONER,Ink and Toner,Reman Toner ,EA,791403,A8205-H012405, 2 ,$25.95 
DET,70107014,A76964,PREMIER SURGICAL,SA-PREMIERSURGI,PREMIER SURGICAL CENTER,3243 GLYNN AVE,BRUNSWICK,GA,31520,6/6/2014,TRED REMN BRO TN850 HY BLK TNR,Ink and Toner,Reman Toner ,EA,24323585,A8205-H012405, 55 ,$61.49 
DET,70107014,A77003,TIMBERLAKE SURGERY CENTER,SA-TIMBERLK-001,TIMBERLAKE SURGERY CENTER,14825 N OUTER 40 RD,CHESTERFIELD,MO,63017,6/6/2014,SEB REMAN HP 90A BLACK TNR,Ink and Toner,Reman Toner ,EA,938460,K0830-H030173, 10 ,$70.10 
